id,value
1d6ed9df594648748a281ad4665c2ca5,931
e9c3e89cf2014d77a7122fc2ee89cdde,887
b5ebad95b4cf45729704dfb3dacd0d7f,215
c93a8216d46f499cb5811d0cc5d49c3e,816
045e1f9fb12344c1a30f63c83e343011,265
8edd966dfdcd4c5a8989687b786d4e4a,336
7d88f8b2acf74c1a8c6bf7b5a5e58c9e,348
ec14b4ecb3fb4e87b432e79560547b71,185
9ed7ca828a9c4fc99837aa6ec95d01c4,12
3fef06bfcff143d8b465a3427435769d,846
d1b7673ccf964556b97c86aa4e22cfa7,27
f0cf479abd9c484396394cbb1098668d,573
7e56c7c08d434560b2a1f4e76b270323,253
533c01bd2391414cb6ac12f9ab7af728,489
9917d5615e0b47e9a03f81baf39b0aef,633
ebe0253d8d9f461d90b53e06663747e0,908
c80eda8f2aff42659f8a1940a676ed2e,140
98557903a7f7431aac08ded97f7107c7,405
8565511a2f394fdf90cf400b20824cdd,648
47a8f7820360489d877d02bbcb791711,455
d8445f42b63a4c6d87ca2cca05e00581,514
052e8ef3428941249138b12fe1ebffe6,510
10a727e68f2147429357c7bbfd4adb30,431
70c4a5e2ba2a4959a4e6b19da6e08520,753
ae5e1ea06da14021b6850322dfa84cf8,11
8bd788965e604b45b893f4f1ab2e021e,290
204c7051baf2445aa6ad0e192ffd0110,825
78b72b49d46542caa952bfe0598c00b0,250
18d302c4e28b4f53836d8d8804f91941,755
8558a8afa00a457cac809be00bfb08b8,912
22c1e7b0e9394f17bb83f2403043cabb,736
14d6093278124d61bd36673bdf33c52c,261
5b09dcee4b0c46059bd4c31ad67fc212,128
11aa2f30baff46aa9701730f23ad4f77,27
ae8300fd9d164dc39972827d0a9a9104,88
dd2dcd9dff0347d9a58b4cdd446bac51,155
b59720a210a04c598409b547a325801f,338
e932058428dc482e9edcd22945e053dd,242
b097ea4eb5a54c98a3246dcf2d8da6c6,946
523e39ecc0b8423384ece2d15fb18a5b,420
6c697c60ba0e438da23e6b182f1acb1b,23
227bc940bdf9445a81ca2e748fb97476,409
5985cea45da7403bb1efb9edea847342,418
beaf8eb1d22c480f919c253055b9763b,380
edc9ef67b63d49afbb214ed76a2d0f9a,5
b387dca78821416b84455e22b5d84759,858
61ef5cb80ac84a2db483a5674db28543,832
da14d8c551a84de4a86384e6f9dbfe90,976
de327651440045f588a5266a52270497,590
de4ab7b75e84474591c862c8f89d05ad,953
e8cca79c3ec84e5999dcda909edf2854,627
77497786ecc94208bbdf3e369ff8831d,838
3154e846521042328dda3abedb1bc95e,49
a2f6a807e5274a558b4cb26f5d35cfef,979
44e65c83d4b14fb18403ee59fa21f2f4,773
ccf4445ccd214992a31a1831eb0b000b,332
1cfa5707bd204820b8d3528f7502235e,711
8f1e023952d0413785a188a862cc06e4,651
46b83bf9f36a46f19893aa0df079608f,278
a88eae79542246dabb57158da16a6f8b,239
9da6b6ec40a64eb59888a93cd778d9bb,324
d29827d6bcfb4522b882dad0325e2c84,516
af23afcaecbe4b71a153e23b057dc83e,584
70d55e00a66c43a991c4835d26b36be5,452
dd3a075f0be6469d9ef8ebe909724146,180
b0c3038a352b4cdda940616b975abfb2,49
68523249ae064640b81b392783d16abd,653
109f22a493e04f4189f3ad62f26c87f3,568
eb78f766074a4e0f8378c7b9662e4eda,721
5300752b4de541d9be6ddc1511fd15f5,583
eba77ed1d4bf4e18be161799f063127e,359
4b54a83ad2dd4840ae14aa017c84cb52,376
238b8a8c3e734920b2cac487c131934a,646
546c2abf6c7c415593914329df931934,178
9234c3f7db4f470ebf3d2181efeaacfd,99
525415d9a0ce4a35a1ec20ce47245b88,601
6221ba7bc68f4458902a4cf22bbeb987,277
c70efcffd76346329109a5ea26c28330,270
5b56b31d65914867a38b5497c72657d6,861
039036c87f1c43cfad55b35682446829,999
a1c610d409ce422ba34948bd37cd26ca,673
58d55a34f29a475f894f213f6ede3be3,120
607d2ccc18274286833236344509e812,857
a3d56c61531946ea9170413fe59c329e,174
2173fb860f4b44ed98a09d99aa8e3482,808
60cd56fcf2c9478ca78c8ceb8632027a,329
557b7fd1791041588feee1bcb9afa8df,846
9491ce44de0e4413b3f02cf23800deda,241
a26bf1a69c92478d8110a4a1a841cd4d,609
463417036ac14e67bfc1ca274692f20d,408
3cd8b32d5a7a4dbcb0c0aa2ed46be70b,678
c3adbc5c7c29483a8db0e357929a3409,20
473f21a50b8f4c4ea7c8bb081ddeb92a,876
d93d931778cd4432a2e88bbf3256c909,108
28de19823e4d41debb844638f46b739f,868
6c277349d6cc45c58039706422741296,33
187b212994714897bf95c0e25e1cf130,620
58afe66a365d4356b35db830a75efdbb,563
7cfb1f4d6ab1474dac4de1b80b1fb79e,855
370ea2426a5041759448f81b42869ac9,136
fad153d6b8f148d7897bf5e3e1e78765,115
1a65d3a428584d1888373daf2a17bd02,790
a71712f67a25494f89d101b5d9d4dedf,923
c9fb2419eef44ea3ad62e48b1b7977a1,983
e75aba4b403b4c05a9e988a68fcd0a21,720
ad98fd92fb7b413896347f72a1da065b,348
ed7459577c1544c39f2e5ef040d44a1e,740
8c491d9e97b84b66944b40f9265deb78,819
58924816f76b46c8929be5486bf88531,6
6c2c9e08416f41e2a4c919ab923ceaaa,315
2c90af748c5f47de99b02abd1e1da05f,577
150d7896ede049a88f72bfb29ed3c15c,340
1531dec6f7e64bb5a4c17ef4dc92c25d,387
753e9525b5584505a7269b9c80ecd771,950
d01510d3a9404cd8b2f6cc3fb3a895ea,362
d24b919a51d642c688f391d71f0e6317,694
08bc7a6f4bfa421cb84698d8fea37da2,936
357e86b1df184af7bffcc49396f12cf5,179
3916efd3aa1c4e77936cd93dfbb1d07c,333
632afde8449a4f10be1ece0a6e0daca2,391
3ed49f05b944414d8743354dddbc0001,556
219d1d67ae8d47e59126e2ef46ceb35b,138
7cd1da10206742838aa6828d1f286d8b,434
e010f202f71d4bc5a84b3dce95e86084,994
91ea70f3f1bd4ae18307022790c0816a,451
e1eee8d8bfd04fd7985c95cc74830d0e,610
20d38acdd5354754929ccd9d8488c405,677
b4c2574d50a94a88b0ac0d6d36fc0c41,773
3b9c4f38fe0e40ffbc6b5b607a68de09,522
6ea10adc461f44e99bcdb4490ecac27f,593
d956ea0533cc4e3892ebdfeddcc53ded,786
982848448ff44de199e9e11083c4136e,112
d9899edd35ca4e20879d1d7d2249e847,264
fd540706277449b5860ba6d87aace819,300
d9e5d61612ff4d6d88a6af6c7978c46c,403
617f051a6f684651ac3a798cdbc3e2b6,745
29ce7eb7bbd94993a49fc6df518d295a,925
4862e3518f7140f8a95aadb8bc7e0c48,629
6761b0faefbb49a2937225487276f6a7,737
62f1d1e77b42413e9f65d9a4a85351ca,768
fe0050e8b36d4317a63987b04282f04b,276
c530ae7b00d5478dacc210c485351a3e,590
716a940b48fe4b248f85543b9de69cda,187
5247e087fe5f44948f4f04c748286c3a,108
ada4d44636004ebd8f0994f772a84ca3,553
73e3dc6f1b504bd7924a1e8d4b139da9,555
81a7f195a93f43e98cc8c79ff8c2df66,566
1d33970f13e74b3b8884bca7d8f8ad8c,438
3391f425978e49139e0b9f6ef7fd7dc1,238
bc8a35db45394110952afd26e776c50f,604
690e7a4192d44f03932b92cc4d4e6a7e,800
cd3daa7ee35545c78c5616af86b7ba86,413
a6accbfb75e3471188935f642b2e587f,751
c345e23d2ecf49b59b8dfddb15615472,615
aac5a50502db4358bc5f4bc9d46cc40e,843
547187d40ef34285b65409837ff7d96c,231
ed9e4cdb87be43eda6ee6a1d8e926eb4,305
b6799df8f51142b3b2c45c7f9ffcfe1d,359
f972876ada6144a6a543734c642e6cee,554
c3bc8d43dc554c98a3e0bfa51d587d9d,182
ce5dcd77766e4712a7a39e5deab0a3da,158
9d9a18dbcec7408f953360f5acfa9513,516
393444d1931a4bfb97d69be2100019d3,751
41df1649b21b4c009fa26b7b1f13d3f3,807
fcc37896859c4369925813763c7bdb95,342
a76cd9325bac406888a9d19bd2585e15,186
e89846c83e58431ea22ebceebb9bf7ba,493
c7b424e22ff44a71b4db97297a86e456,423
26c26bb5881f4c87a6f5e60c9acd8192,832
74d20d5e6f1f49b28ab468538d7161e6,279
6bf329a1906d4b4cb70c84b32a50ac4a,594
fbb677d3be9a49b792bb4abb5e99d115,187
95e3885c91a24a80a3b34a14e6aad1f8,277
81a48a83f5094238b48c5df477932f1f,759
3928eb4bb6f64a0db7c8095568e3e891,965
01cb18ec20cc47e7aec9dfb8be371638,200
658ecff036154044a3e9813ae682495c,383
2771390174a94f259f93b03e91652685,422
aeab25a3316848309cd7e4bd39993623,106
6b77be77820a497789339e9246f06446,859
6d2d535ff6cd4defa5146297b268f30d,865
abb9a2a52dec422090d686917bbe16bf,276
e2fca752618c468abcb5e768c9f13455,857
c0b40a6c95564a339144d5d425f75d63,703
33ab6485e16f48f3970352561a9549b4,992
6cf284afb72540d4b7a0a9649631b9f5,958
f4c0e41b55894ab19c2a6d21132ca398,827
92736c3f948d4a0192e2bf8dbae4317c,7
b9479b8185854384a32aab88aa20e03f,883
949c28475fcf4570821575523af6f9b1,963
e0034fb4049844c28ecf5bc6c6f3e36f,376
7e303caa29db4aecb0dde0c0cabbcf30,56
150d71aedf5b4f96b58fa95656659950,544
40ab3c6b60df408694c2134cb5850739,600
be68f80cc1a747fa83c04f6948ddd0e1,429
a551dab075b34ca3965080cd387dc875,495
51ddcaaba24a4bf28ca5bc85b5c55161,912
a43c891e07594b5ab54ffcfed1b47f55,775
27a4c176deb14d99b15e968a21165484,336
b66d36e1a27948f6b7a0eaf2ad50202a,47
6c549a6c797e49e998b5dd8be0c58213,763
9220266c91a644b3a840bce9ca6c9e22,278
d79b89cabe8c4bc696ad8c0feb993b9c,651
142a2b457d7a4255bbf181da57d45f8b,716
a7a8d94d96684d4481dc760e5d2b4ca8,394
d10166f5b6a04a8fafb5c856e368cda9,899
e54b9d822ff04140b950c35213906472,86
8aad1cb1634a416d886626053f7e1d5f,190
8dfe4fbb8c984877a58e0997b3c9ac0f,674
8a75dd7692d948d79019fd732e089436,863
5bbd70c94bea49de893803fcf0014922,419
8dcd3f068374461a9e1a2b5907e202e0,987
89ab8c6653c14ee5ab6d2a6f92364aa8,949
eecd42f6b5804eeaa7e0d834b77a44ff,492
ea1f1eb0f5d442ea97f6a6ffcd05a712,510
feb8906f910c455f8f943d086737b29f,689
e61fd4d3b1da4c808b5ec325a16a62b9,343
c16cd4591e9a401c8eb850d175567274,315
c4b22d3d415440a6b42d561bd6febe0a,97
ee6be77acd8842c483516ae2d692c2aa,929
74b5f7cdcf964f639562f9295aa311d0,288
b8318064b2c24f6890a22ebb759e5176,174
010e74933639452e8d3eb8adccb98cab,845
fd0bb1c3d7d94b76a58ddac8db68cc35,374
5ef229efc9ef4fe7849356459402edcb,498
1a1ed26d5c674005bc3d02923522a692,371
f1139441f3344efcace2816693b89386,837
86beb6fb53114c29bd14ace617793c00,37
18960492d69f4a93b611d3e58fb35c3e,76
b6748849d0d9432f9fe063352dbad3d6,412
08368a4768104b509f06ba8f2a12d9f8,958
a26c27ed47d24c178fa0fc8105659f3c,31
bbf1650420614644874e5aae87d2b79b,619
3aa8a45939094aafb81f1cf9f135751e,504
0ee1f5c38818471e9581e877718605a5,200
b9ad9873a08741ddb14901f701f69a35,728
01faafe8d7914395965c487905d33dce,297
9bfe7f6e0d2d43f7a35763cb4e99488f,921
d5ebca913cbe44ddadd0759270c08c40,307
e0e906e8bb8549c995ff2e9178d72fac,815
63e5ae7f64954cada107589f2065c259,398
43d2ffe59fe1478d83914884d3cdffef,528
6a759026be6043df801a0237b0f0f321,357
35dd502448f048b7b059c888d76846d2,875
df25bd82a07a44f29dbe2d80936b02c0,754
941e44a03d7d488b83e1ba383233784c,241
e60e6fedbe5d4e5aa1facae75cb40e79,69
fc8357b578da48469055d1aeb32531fb,894
8a78cedb16b945a095ebde7f6b612cd6,5
8acd34089b214eb98d8da6c21f92a7b0,347
c99083f3ffa94765b8fb3327e734e26d,308
265148293860490eb9e217acba49cd3f,509
b3892446c7c640ec979e5f89ddd701f8,948
b107377b1d024a968b2b44269232bcf8,429
5d98d1ee60604791a5f4194f4a6532be,361
4937b06e48cb4fe5a621f5eb92e28329,815
48eff1c6a9394d0980378eb32913cb8a,895
11628c6d921144789d16cc1a86280ee9,220
8de9aead3ac94d5b980f9fa99e7194f9,125
b658a958fa0942f7bc23c38669bd7a4c,631
4fd33edfe9b042d6a1c48624505c5db8,695
c3b5cd84d0d8467fbbd1da4f5ea4330e,199
bce524c2729e4118b355c781555859bb,764
5538574208244362b75991a2ab995d6c,61
975ce30d2bd840b6b06069f74e6538ea,666
8e003d732f804e1084234ffc8236405f,608
631af8791212426b933ed01b0adaa4e3,2
d7c0dc55a03d485aa48ab0f0c1991f15,866
a7d896935e7946a9a54c6cc7744ad24e,158
a9170219883247099d8bfe8a562629d8,59
8c92287955f84e6580dbe3bd3631c564,987
3c054c65578a407d9582798a9fb9da54,408
8e24dbeec3554f3a9effd581ad31a85e,683
e1a41e67b7b6446a9999b0e57491fb64,546
14eeabf3f886416a86b10f5d707dbe35,906
2b352959a2c84cfcb0b811b886f013cf,979
ad2bd920148c43eb8f2e1983239354cb,927
b2a38d2352164a789855ae35cdb73ace,757
ba8f7cea250448fea6b6c47590a983a8,342
402fffe2eb08485681206643bd00fd8c,846
6a1bfcba0d3947aea00307e4b643d15e,2
48ecb0110b7e47d4af84ca262e91adfd,150
be6358b7b81c4f489aa5d8f163c7d86d,222
7c32196f1dc148d8a9551b9fda014dd6,67
5b126c8dc61f4a77ac3290a7a61b7a8e,263
57c5b158ac504b449421bd240f266ff5,702
44208a137969493d9c68d7f39f88e1c6,529
44801e11f2db4547938c76c238c279c8,742
d4145e720b824262856cc0535500e302,563
d944ca4c22cd42d297c61037995f6ca8,512
55df56ed4eae4443a5a7da6e7b0aaa92,205
7a389d29cb4049ef81d9243111d5c0c4,463
7e4c3e7a67f44bdc95f08c78971f877f,66
05da48a6a4fa42a09b34b99d487e88b8,890
0605fc7cab904db08e3d75b53da29e91,22
5656de024f47405bb2b4430c4bc0ce57,923
402d6c4d593c45f5b3c1a60c39065dd4,374
0e547b2d37dd4c31b4290ed190882284,347
875746a781214fbb8be546f288ecabfa,717
da3a9d96fec343b19627b94e7a8137d3,78
a23457d9d7234d888801bde7760cb080,564
8ec5ef2a81f9459c97261b4302c5e735,868
a579bc3611c149e3a36479c2c5c3a3d9,336
922da9e6f9f04c8497a959616a34c5dc,369
d6fbe49af0ce42fea25c3bdd0f82ff1e,413
750ab9c551db4941a17a881233bf1552,609
46ebb647a81f4ff6b72385acd462832c,982
e174882738994e2e8ed7dc40e1c9b285,795
1b7075c0f88b4f51af631475ab474be9,508
7552c53a49a6404f8440acdd12588ef7,587
1dd54b65955345e7a29cf57e474f24bd,932
0b5120cdadb449b69a8e00074e150d53,150
3bd9db69c6734adabe4de224e5c67cdd,801
e38732a1e6f14ab48d623039cd1c14db,328
31dc244d47784c3c9c2e94835e4a2590,994
2726f188a439468887713d29301fac24,418
ca0d1ba04ffb45e381123c7f694ac01b,740
04ce62bb764e4b3e87641622f5e6330a,791
b3f34fffed4e44b1a7daed9c382a5753,218
213452506e764343a4cd8532e970177a,562
2880189307a949c0ad8a96a98cfe92d9,609
4a7db8247eeb4dec98b90f58958822a4,360
3604ce647dc9434ca5673e4b5e7449eb,958
98b60e4b6def491787ddc5135de45156,530
769eba5fb0f744eba4c345a3bbfb71e3,147
ea4832d8548d45de8fa8910f9e4046f7,411
c6f4d7ac647a408398ae24bac8069427,977
3d9cd7a23a5042c08f57e7d80a44c50a,769
56b303f0df174498b6cc4a03464931cb,756
34fadda439be4ae2aab0c14e78c04ae5,823
92da582f39a3417a95cfe9a3b741157f,412
17ec288b53cc48ef929add06e6cc56b1,104
feab3d056cc248d79489287db4fd73a7,395
18b13dad5dc2491b82ebe72b25b7ddc9,759
c58fed827b4b44669054705d8dc879e3,724
5e42252ea59446ab86f2c88abf2f6b96,752
6e8a9b4734534733899cc9db33d63d89,628
022f6b9c6fec463b89858fadcc4b0e4c,116
8430eb235c804718881b9e90a93ccd0d,110
202c222e1e7a4a3c84a64f47219dead8,305
0244a5ce462c47629f5cc45dc642b25e,553
bd7d4a264d5c41e99e8b693d47d7689c,218
b80206a2eeaa44ef80cbce6486a96963,861
ae0116f9bb7d41b7b47664db8b9ad494,423
4b75be21500f44a39138ac1fd77ce43d,308
5560959e646e46e1a555514d931d9769,871
bfcdf6db857f43d69644167de35cd635,955
422ab8a475104ab884465abdcd792b6a,453
de8ccfdbd8034541b8e2df250388a7af,167
ef0102a77e7a4883b3ec22ca1228ef9b,367
6b005a5e4f204cb1a541813b6d7845a1,801
2420df0e3be9448ea4608165ddc19ee4,506
3d9fe6d97cd24e0b87c344d5d7692610,720
55ab2a92e3f041d7aefd23f6592e6645,173
3ab0be1504a449f3926bd1211249f463,320
b439c7d3397b4e9bbe145c7931e58ab2,807
8be0186dba6c439f85fd6257283d2fcb,910
686d71eb7d3a4c4c99d73568606f09d6,609
37ee7ed72d6344e18443c0692eacee9f,30
a147719edc74442f9d14ad2160b04210,417
c75976549f694cc2b9436738220eeb8a,275
dba502b0922d4b5293b1751d763ef4a3,344
cdb5821249b84a37b3ba528e4560d99f,398
e7f4084a89594ad8bd01dc50c9b03e3b,711
157e07cbdcb640e9a333fa3ceacbf657,953
21593b0298dd4e2f91f26241c3eb62c3,923
12aa0633eda248b68682169ffec703eb,98
98055447e88e43c0b39b658600d13d61,424
c5ee90c1e4934c8bbcd521c9dc08e461,9
ce11cded7ebb4e5497bac79d71951b58,743
59b361b7765d4bee913dba29eadb9f61,193
5a6a4387d050423e9d2800f653bf4253,681
205258512ae346b9b760ca01ef543d71,311
5986d4be5f2b48449a2c333dec3f629d,729
58f9dfa78e13481db15c63ef90f7a014,743
c9c1b215076e405eb0f9e07fa65d6ed5,254
1f98d6a4e8c44fbc8061d7b85ff2a14e,199
ea3acb92ae51461a9c8d724383dc05b7,657
4274543bba7843369cdee1a64aacb558,885
e0216e2bc7b348db90eefc3b572b4b32,678
c02bbc3dfede40e8abe4f85a2699ea86,23
6457b8ee1a394fa49cc22d0567324818,191
57f9d1bd09a44b61aefd2b80506ca1b5,383
25e8374c8a99425c952a5aba9c81f97f,758
51452dff7a2e4870ae3f597ce3a79660,449
968a15404dd44314a6562afeb01ee6df,916
548c717ed78e42c3837faa0638de3753,132
a67ff243d6fe4f27a60151f3db35d74a,259
b6f82ede2e234ae59acf6bfc6b383dc5,137
163913904bf84120b46c8b6f0d9094c6,337
f8e8d3f2f6064b6b9561eb7b73c1b951,205
7d83cc38645641568613f84417d5bd06,895
9d674f260e0e45cb842726f300e596e2,949
7a1203f2d019400489d3b5fdc42822c3,151
7166a109f2d148d0a73fdc564c63bd34,8
e5a464de6f1b4751a2f57649eaa2f4dc,453
7a7805f08a9f48d5bdb2dcee681379b7,660
325ddafb932f4a3e9848b2f265747cd4,433
8aa4640a6363466383bdeec27e3eaadc,649
899e4f705c9d40768df18df3ee0a31f3,782
36d44a0aeec0426a8737feb7fb938187,163
32f39e5566644ba2adc92b134ca6d9ba,458
e46a79058ec64e899fca8a6d8b522954,203
b2b30eec86bc45b68755b308adf294de,949
f3bbefb168694dfe8fd663937a8f7b5b,116
d6c83560fb8545d3b9e34cc2c4d04600,210
d277634d0a27430d82bfa68c4385b682,847
9720b3feff624d66a94701f1dab3655b,411
78cb9abd09ab45269d1e81c7b2b87cc4,676
a214afbabac84e11a26edd4059ee1abb,412
16b530d691c6419284c1b259f69ce2dc,708
eedf660641524fcc9483eff759604af4,193
ae0d35b13d1d4a569c3aeaf3c830c028,675
77e6308d2eaf4ca8ab7b308198970e47,849
00e0fc15174249c0bd0cbc358138b5dc,723
7ec909865f7544b981843f89860eaeb9,136
094b5d843da04048867056422305861f,483
355f4d2a09dc4fa28f2ece4994d8500d,329
785f116327ba4d199475c74653cac120,304
dc6f5bffc3584aac84bad65ea9ccf96b,626
59964b483d1a40e58de3ce2490f20db1,806
6e4d26ca9ef740e49b964d27b0d4a65f,866
70c8c9c71b6841b482b04edfb69f79d7,471
683de753bd3142688d207ae5cece4af1,985
7b40b73500064ab4b43f4700dffdf0cc,126
8091ed1a86df49d9b27467d1ae144ea5,790
09f1cd0ad1be4e92a4a48ce875038f17,368
e1718dbbdd33484087d9f9566f7ec247,995
390ab14f77a24fd1823d880b4829381d,416
9037c4caa5b04f2ba4a5d5c6e16e95da,691
2208bfe828c84ded997991454c4d2635,803
ead03b784f0942e393bfad51a2023e66,990
b590747b5909407a951c7dd78c01cd38,610
368cb656168d465fb2a15a22c1769874,788
d825711779be449caad8f079cd63607b,79
a52c1b66889344118023f834fda91c07,974
281902900b2c4cf6b6bf0235a42941ca,561
890f248ec7b74d6ebe0754ccd9b229e2,891
0aad8f0ba2014209b45b1842edd62896,190
f91b2c09effb4550bce8041d3c4695cb,663
d93c17601439443b8cf6988fc28d99a4,567
70743f4d001f4b4599f5a9d9df1b9615,785
63f97dc781064da4974eb6e6dd04d8a7,15
0121abf50bdd4e5d824e0a8ea6c802f1,464
39df48e4b72a4e3cad4471d2226820bc,144
f2faa96d9e7e4aada0d90c52c129a334,585
5aa991782aec4af5b9d9b2184377e4cf,579
9d52b4919310487b9731c9572ef0fa0d,706
8e75dc3d2a454919975f5ec445aa76ef,466
746304f683b54929b1357c491f6fb90e,170
69bda6e04c4643c98d576c34e69202c6,833
9d4a830df98b4ae5a0afcdb5b2878f69,778
c6528841f1dc4ec7881b8f7ab1efcaf7,767
d6f2b7aca81849b487d00be73e478237,565
3ae81d0f3670460392b3327e562f7dab,956
76da68efccdb424b9b92ffa8fee104c0,71
b36fb527655f4f6aabe1f32d9bedeef5,307
b1191f12b7914184a9abb07533e3b0c6,389
25f2be817c4d4ed8858e51aa187a2003,443
695240be92cc49178d967d9423aa0e4f,357
ec5d6478879847349c7a9cd6bb7c3985,554
d70df73187824c58add873f3738d8175,478
9530b03dfb7443e9a1cc1559965446ee,347
620601fc65344b41bac96f357ffacde8,481
6838d7d67f644a73962187de3b4127d7,429
ea422492f4f64e0cb67bcec749c74f1c,327
828ca3384bc2415badf02e041dcef455,651
df15eedc36d0462a90792c5edf6e0a25,598
6b18eae579ca4f5dba8bd3e70e3ecbcf,595
10cea13f84ba4eccbb832fcd424100e0,272
a5dfce7c7ad74066b37413ca14f6968a,668
18bc3bc1d43b4f6fa19348f7afa3bb99,937
77de930ecaad438cab8d8d81ea92b2ae,868
35b801691d274186adf29359ec5bfc70,681
d1f7cc318bfb4ff6baa451c5046c0b0f,933
c3db3fa421ca4255a38034163e06d6c7,809
01118bc43b5e4ef88ab206d9138e235c,9
3f0e3a5095904137b6c970c3e24104f6,635
7979b1f369bb4982bedc0b7aaedbfdcc,178
700a7a67546f4a4e99470f0fed52a92c,107
3a6d2a1d2d8541de8e81199e373b24d3,299
6342439ee02b4281aac293242fc13a2b,471
a074ccf97aaf401b8993a388a3639e93,800
6106bedc0fc44942a4a36d446245188e,890
da7dffdce0dd42059b9df54ef01b9fd6,723
c951c26bd6074714ac95cfe99ec57161,273
68312f03389146a4b9c87c3fd9c3dba3,81
5908b095ab644c248d1ccd2a080545a8,580
ea55a61fef0441a881bd3643d94fe17b,881
ed67ce832732474681cb761d01b2c869,36
d62d74f733814194b78c71e882fd930b,539
99a558ac0ab54f5bb3f51f6d2136fc87,411
9513f8f8811b4e90a431cfd12254c074,55
f0c5179d39ed4000a7ba6ab57e02fb1d,398
372c0c21f3874e17be592fcf26891ff5,747
88abecf3616c4568a9175c1834ef42e4,971
ce6da62e2b7844f1aaad76e1f7e789b0,649
928b9ea1c6ef47f881045ca3298e0094,372
cbc5680443b94e92bca3fe86fa3778b7,658
bc83b401dc4d4e1e8d64b44e15e5ba87,667
8363510c0ffd44738baaff6d359c66d2,980
04e5370fb3fc4760bbc867208eada6e8,557
fd11be78a63348aaa6d9e07ed876c34c,207
e92758473508421fb1c0a2343a2fed52,684
41d2722e2c5d4f3893e1b2ba34ee7b6b,279
b0b4bdcf0f324b4bb4f622e719c3460c,504
9ee6a70fccca4a1d892efe88646e0684,990
fd6b9558679e4000aa3e8fb3e978fee8,961
9c502e95b99c4cb7ad68b8cb7c1b831a,727
ba1494e4b9aa4e9b94c5c48fea874f30,113
c17d827cce4f4e8fa9f939168d0ee0da,624
f9b59e1f9fce4d73a7973e401e7d9107,926
69cd5dbf945444bc82c2a1d5e9e0175d,257
0a00f337ff5f4127907da779056cd430,654
b1c6bc41d7d64aafbd7f1324050e7b24,807
ebba6eb68157457fb50b68b6f5c60045,288
406eb0dbff814ada814ffc5c5a0a22c9,182
44900cdcddb446aaabfb3a742ae2ce37,340
20087a7bcc2140e9baeb43284685a613,224
b7e7934e07704df8a41e81275bf2f8a7,282
2c1f018d5d5a4e0681533917bcde4c15,417
1c9e0a0870cb43be8772941eb3d8fda3,136
cc1aecdd6ac746bc949bb3c1ea2c5e11,620
b1d07934a58a4e078b113328a90dc00e,289
e6e1c69b8a464fa0b291821f5c582be8,943
1b04a2e726ff4f93aa7097440123bab2,674
8e642e4a7c0f48d48bd4477a055f0c3d,774
bfc63220c9c643d5a12a0556207ad6b4,949
56096e685a904cacb593f4123eb2f7fa,187
b0d3be01c70b45bbafac6a47d396026a,567
f8bc470edf7543ab908b5bef9aa12dd4,472
fd0441e5c1df4fc5b5978dddf9746897,173
6e60bfd266e049849026434943478aeb,631
06198b39b1ad4e27a77318d6b48dac69,281
22eb7c4da6fb4de5b1725197ac97ae09,914
c3ec60a1223946b19bb9f2e7bf4c5db7,328
d6bd6e144fed4ae09d2133a96f5a330f,464
78bcff471be54ce9b63c1b5255ef19e0,598
529585b82d8847a6a35d8e4783ba69ef,292
c643c532fea8436ba223f1d8739eff5b,993
caf844543c0944849cfce532afe39eb3,80
47d3c15906404956a1bdb3ff83f329fa,303
23f64ee1eb9f43288c13ccee488c9f3a,733
2a187b22c8b741a68f4e242d02388b6f,214
d911ead2c70d45888b212922482caf03,551
7bab029014fe4d04881fb6f76199eb5a,135
c2f79883dc1b4d729cea263ab41d8624,786
30adc94d74f24415b023b6ce4b584e95,988
a98c4cda0ed045beb61e302ba20d41a5,775
afead740aa134c88ada3d49e6958a14c,525
1ad6c88d55874f6ea833b7d742e82509,685
5dc44a8c968c4a769243f20877296caf,934
e033a746cb484056bc877ecd500ebb10,460
bd070c095f4b41f2b7881909456c3544,394
02226f80f3084f65a5860f272cc91b2c,472
7c84a3f51d214789a0580217031054f9,843
9fbf8eb89b8f44adade5c5684951b59f,991
c90ac95f9f784c3c98407431216ec5e4,925
f6aa60b89909497494a4b6d91d67d581,41
07266527269f4b21b1b3f2f9d868465e,571
cd42476ef7f0471dbeb1a588c9021950,388
7abc9a770d9b4daa8bc4250b8d25e664,614
2604be9c623e4ef79ddeaeb7b144ac06,883
9fa76ddb1a594e3aafff1dc9de46ce0f,928
e399302f7a0948698fa8f7ab32141268,435
68a985869e764216b966e349f041c3d7,999
f964feb2bd704b8095c834d73c958581,847
281d4c55c52d4243a8a9afe09d696306,430
f2cf901e5da34f339746d0d8e701d0ed,920
8bd63241d15e46f69ee2f13f7c1918b6,579
a6c6fcc8143c4ff2b9caed56e5200026,313
4efc50dbe1004e61b26069d0f4eb74cc,723
df42da81b4dd4859bd7fb132c65eff01,887
85ffd67cc10b4165b067832b44283370,686
4aec7e443e1d4c8daa6cc8024c1741b5,843
8c31336debb548bbbad914d214a92904,885
41de6ea0b4e6433c9c3af9013ea16434,304
e87c59007548469b91d93e1d3ecb43af,689
78c31149f62144a9bd321029771f3612,246
0a15f00a21854cbb8fba2493b2f2274b,845
66aec15ca5fd4d63b80be87b06ff630a,576
6d07c5f4e54a4c82aeae2b8c166fada0,979
3a8a280a03f84b16a7cb8ab2234eec5c,207
